,work_year,experience_level,employment_type,job_title,salary,employee_residence,remote_ratio,company_location,company_size
0,2024,MI,FT,Data Science,75000,US,Fully remote,US,M
1,2024,MI,FT,Data Science,55000,US,Fully remote,US,M
2,2024,EX,FT,Data Engineer,253900,US,In person,US,M
3,2024,EX,FT,Data Engineer,145100,US,In person,US,M
4,2024,MI,FT,Research Scientist,138000,US,In person,US,M
5,2024,MI,FT,Research Scientist,86000,US,In person,US,M
6,2024,SE,FT,Research Scientist,179000,US,In person,US,M
7,2024,SE,FT,Research Scientist,112000,US,In person,US,M
8,2024,EN,FT,Data Management Analyst,105000,CA,In person,CA,M
9,2024,EN,FT,Data Management Analyst,80800,CA,In person,CA,M
10,2024,EN,FT,Data Analyst,64500,US,In person,US,M
11,2024,EN,FT,Data Analyst,46500,US,In person,US,M
12,2024,SE,FT,Data Engineer,120750,US,In person,US,M
13,2024,SE,FT,Data Engineer,85000,US,In person,US,M
14,2024,SE,FT,Data Architect,180000,US,Fully remote,US,M
15,2024,SE,FT,Data Architect,144000,US,Fully remote,US,M
16,2024,SE,FT,Data Analyst,144606,US,In person,US,M
17,2024,SE,FT,Data Analyst,128539,US,In person,US,M
18,2024,MI,FT,BI Developer,79400,US,In person,US,M
19,2024,MI,FT,BI Developer,55600,US,In person,US,M
20,2024,MI,FT,Data Engineer,131700,US,In person,US,M
21,2024,MI,FT,Data Engineer,84000,US,In person,US,M
22,2024,SE,FT,Data Science,206000,US,In person,US,M
23,2024,SE,FT,Data Science,106605,US,In person,US,M
24,2024,MI,FT,Data Analyst,179000,US,In person,US,M
25,2024,MI,FT,Data Analyst,112000,US,In person,US,M
26,2024,SE,FT,Business Intelligence,120750,US,In person,US,M
27,2024,SE,FT,Business Intelligence,85000,US,In person,US,M
28,2024,SE,FT,Research Scientist,175000,US,In person,US,M
29,2024,SE,FT,Research Scientist,118000,US,In person,US,M
30,2024,SE,FT,Data Analyst,194000,US,In person,US,M
31,2024,SE,FT,Data Analyst,122000,US,In person,US,M
32,2024,SE,FT,Business Intelligence,142250,US,In person,US,M
33,2024,SE,FT,Business Intelligence,100000,US,In person,US,M
34,2024,MI,FT,Data Scientist,99000,US,In person,US,M
35,2024,MI,FT,Data Scientist,87000,US,In person,US,M
36,2024,EN,FT,Research Engineer,118400,US,In person,US,M
37,2024,EN,FT,Research Engineer,64000,US,In person,US,M
38,2024,MI,FT,Machine Learning Engineer,176000,US,In person,US,M
39,2024,MI,FT,Machine Learning Engineer,72700,US,In person,US,M
42,2024,MI,FT,Data Engineer,145000,US,In person,US,M
43,2024,MI,FT,Data Engineer,120000,US,In person,US,M
44,2024,EN,FT,Research Analyst,126225,US,In person,US,M
45,2024,EN,FT,Research Analyst,61846,US,In person,US,M
46,2024,SE,FT,Data Analyst,114200,US,In person,US,M
47,2024,SE,FT,Data Analyst,92900,US,In person,US,M
48,2024,SE,FT,Data Engineer,219700,US,In person,US,M
49,2024,SE,FT,Data Engineer,137300,US,In person,US,M
50,2024,SE,FT,Business Intelligence Engineer,108500,US,In person,US,M
51,2024,SE,FT,Business Intelligence Engineer,78800,US,In person,US,M
52,2024,MI,FT,Data Scientist,55328,ZA,In person,ZA,M
53,2024,MI,FT,Data Scientist,42457,ZA,In person,ZA,M
54,2024,SE,FT,Data Analyst,95000,US,In person,US,M
55,2024,SE,FT,Data Analyst,85000,US,In person,US,M
56,2024,MI,FT,Data Quality Manager,55555,ES,In person,ES,M
57,2024,MI,FT,Data Quality Manager,44444,ES,In person,ES,M
58,2024,SE,FT,Data Modeler,155000,US,Fully remote,US,M
59,2024,SE,FT,Data Modeler,140000,US,Fully remote,US,M
60,2024,MI,FT,Data Analytics Manager,128000,US,In person,US,M
61,2024,MI,FT,Data Analytics Manager,81500,US,In person,US,M
62,2024,MI,FT,Business Intelligence Analyst,95000,US,Fully remote,US,M
63,2024,MI,FT,Business Intelligence Analyst,68000,US,Fully remote,US,M
64,2024,EN,FT,Data Scientist,194500,US,In person,US,M
65,2024,EN,FT,Data Scientist,125500,US,In person,US,M
66,2024,MI,FT,Data Scientist,187000,US,In person,US,M
67,2024,MI,FT,Data Scientist,153000,US,In person,US,M
68,2024,SE,FT,Data Architect,146000,US,In person,US,M
69,2024,SE,FT,Data Architect,128000,US,In person,US,M
70,2024,MI,FT,Data Scientist,130500,US,In person,US,M
71,2024,MI,FT,Data Scientist,96000,US,In person,US,M
72,2024,SE,FT,Business Intelligence Analyst,140000,US,Fully remote,US,M
73,2024,SE,FT,Business Intelligence Analyst,105000,US,Fully remote,US,M
74,2024,SE,FT,Data Engineer,153000,US,Fully remote,US,M
75,2024,SE,FT,Data Engineer,122000,US,Fully remote,US,M
76,2024,SE,FT,Data Science Engineer,190000,US,Fully remote,US,M
77,2024,SE,FT,Data Science Engineer,126000,US,Fully remote,US,M
78,2024,MI,FT,Research Engineer,108100,US,In person,US,M
79,2024,MI,FT,Research Engineer,60800,US,In person,US,M
80,2024,MI,FT,Data Scientist,170000,US,Fully remote,US,M
81,2024,MI,FT,Data Scientist,100000,US,Fully remote,US,M
82,2024,SE,FT,Data Scientist,208000,US,In person,US,M
83,2024,SE,FT,Data Scientist,175000,US,In person,US,M
85,2024,SE,FT,Research Engineer,280000,US,In person,US,M
86,2024,SE,FT,Robotics Engineer,240000,US,In person,US,M
87,2024,SE,FT,Robotics Engineer,160000,US,In person,US,M
88,2024,SE,FT,Data Scientist,239000,US,In person,US,M
89,2024,SE,FT,Data Scientist,177000,US,In person,US,M
90,2024,SE,FT,Data Engineer,135000,US,Fully remote,US,M
91,2024,SE,FT,Data Engineer,110000,US,Fully remote,US,M
92,2024,MI,FT,Data Scientist,177300,US,In person,US,M
93,2024,MI,FT,Data Scientist,136300,US,In person,US,M
94,2024,SE,FT,Data Scientist,250944,US,Fully remote,US,M
95,2024,SE,FT,Data Scientist,178538,US,Fully remote,US,M
96,2024,SE,FT,Data Scientist,180000,US,Fully remote,US,M
97,2024,SE,FT,Data Scientist,140000,US,Fully remote,US,M
98,2024,SE,FT,Data Engineer,250000,US,Fully remote,US,M
99,2024,SE,FT,Data Engineer,180700,US,Fully remote,US,M
100,2024,EX,FT,Head of Data,243000,US,In person,US,M
101,2024,EX,FT,Head of Data,163000,US,In person,US,M
102,2024,MI,FT,Research Scientist,250000,US,In person,US,M
103,2024,MI,FT,Research Scientist,190000,US,In person,US,M
104,2024,SE,FT,Data Science,150000,US,Fully remote,US,M
105,2024,SE,FT,Data Science,90200,US,Fully remote,US,M
106,2024,MI,FT,Research Scientist,162000,US,In person,US,M
107,2024,MI,FT,Research Scientist,128000,US,In person,US,M
108,2024,SE,FT,Data Analyst,140000,US,In person,US,M
109,2024,SE,FT,Data Analyst,107000,US,In person,US,M
110,2024,MI,FT,Data Analyst,155700,US,In person,US,M
111,2024,MI,FT,Data Analyst,75500,US,In person,US,M
112,2024,EN,FT,Business Intelligence Analyst,111400,US,Fully remote,US,M
113,2024,EN,FT,Business Intelligence Analyst,62800,US,Fully remote,US,M
114,2024,SE,FT,Research Scientist,234000,US,In person,US,M
115,2024,SE,FT,Research Scientist,146000,US,In person,US,M
116,2024,MI,FT,Data Scientist,172000,US,In person,US,M
117,2024,MI,FT,Data Scientist,75600,US,In person,US,M
118,2024,SE,FT,Business Intelligence,204000,US,In person,US,M
119,2024,SE,FT,Business Intelligence,105800,US,In person,US,M
120,2024,SE,FT,Business Intelligence,246000,US,In person,US,M
121,2024,SE,FT,Business Intelligence,132600,US,In person,US,M
122,2024,SE,FT,Data Analyst,190000,US,In person,US,M
123,2024,SE,FT,Data Analyst,152000,US,In person,US,M
124,2024,SE,FT,Machine Learning Scientist,125000,US,Fully remote,US,M
125,2024,SE,FT,Machine Learning Scientist,110000,US,Fully remote,US,M
126,2024,MI,FT,Data Analyst,84105,US,In person,US,M
127,2024,MI,FT,Data Analyst,76095,US,In person,US,M
128,2024,MI,FT,Data Analytics Manager,203900,US,In person,US,M
129,2024,MI,FT,Data Analytics Manager,116600,US,In person,US,M
130,2024,SE,FT,Data Engineer,143706,US,Fully remote,US,M
131,2024,SE,FT,Data Engineer,84533,US,Fully remote,US,M
132,2024,SE,FT,Data Architect,201700,US,Fully remote,US,M
133,2024,SE,FT,Data Architect,122300,US,Fully remote,US,M
134,2024,MI,FT,Analytics Engineer,50666,LT,In person,LT,M
135,2024,MI,FT,Analytics Engineer,29333,LT,In person,LT,M
136,2024,SE,FT,Analytics Engineer,194000,US,Fully remote,US,M
137,2024,SE,FT,Analytics Engineer,96000,US,Fully remote,US,M
138,2024,SE,FT,Data Scientist,77777,DE,In person,DE,M
139,2024,SE,FT,Data Scientist,44444,DE,In person,DE,M
140,2024,SE,FT,Data Analyst,165000,US,Fully remote,US,M
141,2024,SE,FT,Data Analyst,165000,US,Fully remote,US,M
142,2024,SE,FT,Research Engineer,142200,US,In person,US,M
143,2024,SE,FT,Research Engineer,116200,US,In person,US,M
144,2024,SE,FT,Data Science,175000,US,In person,US,M
145,2024,SE,FT,Data Science,100000,US,In person,US,M
146,2024,MI,FT,Data Scientist,80000,US,In person,US,M
147,2024,MI,FT,Data Scientist,52500,US,In person,US,M
148,2024,SE,FT,Data Scientist,213000,US,In person,US,M
149,2024,SE,FT,Data Scientist,120700,US,In person,US,M
150,2024,SE,FT,Data Scientist,200000,US,Fully remote,US,M
151,2024,SE,FT,Data Scientist,160000,US,Fully remote,US,M
152,2024,SE,FT,Machine Learning Engineer,169200,US,In person,US,M
153,2024,SE,FT,Machine Learning Engineer,130100,US,In person,US,M
154,2024,SE,FT,Data Architect,227000,US,In person,US,M
155,2024,SE,FT,Data Architect,122200,US,In person,US,M
156,2024,MI,FT,Data Engineer,136400,US,Fully remote,US,M
157,2024,MI,FT,Data Engineer,77000,US,Fully remote,US,M
158,2024,SE,FT,Machine Learning Engineer,179000,US,In person,US,M
159,2024,SE,FT,Machine Learning Engineer,140000,US,In person,US,M
160,2024,SE,FT,Data Scientist,247600,US,In person,US,L
161,2024,SE,FT,Data Scientist,127300,US,In person,US,L
162,2024,SE,FT,Business Intelligence Specialist,120529,US,In person,US,M
163,2024,SE,FT,Business Intelligence Specialist,96428,US,In person,US,M
164,2024,SE,FT,Data Operations Analyst,168000,US,In person,US,M
165,2024,SE,FT,Data Operations Analyst,90900,US,In person,US,M
166,2024,SE,FT,Data Scientist,209000,US,In person,US,M
167,2024,SE,FT,Data Scientist,171000,US,In person,US,M
168,2024,EX,FT,Director of Business Intelligence,200000,US,In person,US,M
169,2024,EX,FT,Director of Business Intelligence,175000,US,In person,US,M
170,2024,SE,FT,Data Scientist,243000,US,In person,US,M
171,2024,SE,FT,Data Scientist,192000,US,In person,US,M
172,2024,SE,FT,Data Architect,170000,US,In person,US,M
173,2024,SE,FT,Data Architect,25000,US,In person,US,M
175,2024,SE,FT,Data Science Manager,169700,US,In person,US,M
176,2024,SE,FT,Data Analyst,160000,US,In person,US,M
177,2024,SE,FT,Data Analyst,128000,US,In person,US,M
178,2024,SE,FT,Data Engineer,178500,US,In person,US,M
179,2024,SE,FT,Data Engineer,156312,US,In person,US,M
180,2024,MI,FT,Machine Learning Engineer,208200,US,Fully remote,US,M
181,2024,MI,FT,Machine Learning Engineer,124900,US,Fully remote,US,M
182,2024,MI,FT,Data Engineer,300000,US,In person,US,M
183,2024,MI,FT,Data Engineer,130000,US,In person,US,M
184,2024,SE,FT,Research Scientist,200000,US,In person,US,M
185,2024,SE,FT,Research Scientist,180000,US,In person,US,M
186,2024,MI,FT,Machine Learning Engineer,200000,CA,In person,CA,M
187,2024,MI,FT,Machine Learning Engineer,160000,CA,In person,CA,M
189,2024,SE,FT,Machine Learning Engineer,213500,US,In person,US,M
190,2024,SE,FT,Data Engineer,185000,US,In person,US,M
191,2024,SE,FT,Data Engineer,102600,US,In person,US,M
192,2024,EN,FT,Data Analyst,62500,GB,In person,GB,M
193,2024,MI,FT,Data Engineer,110000,US,In person,US,M
194,2024,MI,FT,Data Engineer,90000,US,In person,US,M
195,2024,MI,FT,Data Engineer,108600,US,Fully remote,US,M
196,2024,MI,FT,Data Engineer,74400,US,Fully remote,US,M
197,2024,MI,FT,Applied Scientist,212800,US,In person,US,L
198,2024,MI,FT,Applied Scientist,115100,US,In person,US,L
199,2024,SE,FT,Business Intelligence Engineer,202800,US,In person,US,L
200,2024,SE,FT,Business Intelligence Engineer,104300,US,In person,US,L
201,2024,EN,FT,Data Analyst,225000,US,In person,US,M
202,2024,EN,FT,Data Analyst,150000,US,In person,US,M
203,2024,EN,FT,Data Analyst,129000,US,In person,US,M
204,2024,EN,FT,Data Analyst,86000,US,In person,US,M
205,2022,MI,FT,AI Engineer,107093,IL,Fully remote,IL,L
206,2024,MI,FT,Data Scientist,172000,US,In person,US,M
207,2024,MI,FT,Data Scientist,75600,US,In person,US,M
208,2024,MI,FT,Machine Learning Engineer,265400,US,In person,US,M
209,2024,MI,FT,Machine Learning Engineer,127400,US,In person,US,M
211,2024,SE,FT,Data Architect,139800,US,In person,US,M
212,2024,EN,FT,Data Scientist,175100,US,In person,US,M
213,2024,EN,FT,Data Scientist,82915,US,In person,US,M
214,2024,MI,FT,Business Intelligence Analyst,192300,US,In person,US,M
215,2024,MI,FT,Business Intelligence Analyst,120200,US,In person,US,M
216,2024,MI,FT,Data Scientist,155000,US,In person,US,M
217,2024,MI,FT,Data Scientist,135000,US,In person,US,M
218,2024,MI,FT,Data Scientist,150200,CA,In person,CA,M
219,2024,MI,FT,Data Scientist,100100,CA,In person,CA,M
220,2024,SE,FT,Data Engineer,220000,US,In person,US,M
221,2024,SE,FT,Data Engineer,137500,US,In person,US,M
222,2024,MI,FT,Data Manager,100000,US,In person,US,M
223,2024,MI,FT,Data Manager,90000,US,In person,US,M
224,2024,MI,FT,Data Scientist,165000,US,In person,US,M
225,2024,MI,FT,Data Scientist,110000,US,In person,US,M
226,2024,EN,FT,Data Analyst,54000,US,Fully remote,US,M
227,2024,EN,FT,Data Analyst,43400,US,Fully remote,US,M
228,2024,MI,FT,Data Analyst,101081,US,In person,US,M
229,2024,MI,FT,Data Analyst,78108,US,In person,US,M
230,2024,SE,FT,ML Engineer,285500,US,In person,US,M
231,2024,SE,FT,ML Engineer,142500,US,In person,US,M
233,2024,SE,FT,Machine Learning Engineer,159000,US,In person,US,M
234,2024,MI,FT,Data Specialist,150000,US,In person,US,M
235,2024,MI,FT,Data Specialist,130000,US,In person,US,M
236,2024,SE,FT,Data Engineer,277000,US,In person,US,M
237,2024,SE,FT,Data Engineer,173000,US,In person,US,M
238,2024,MI,FT,Data Engineer,137000,US,In person,US,M
239,2024,MI,FT,Data Engineer,60300,US,In person,US,M
240,2024,SE,FT,Data Product Owner,159120,US,In person,US,M
241,2024,SE,FT,Data Product Owner,92240,US,In person,US,M
242,2024,MI,FT,Data Scientist,225000,US,In person,US,M
243,2024,MI,FT,Data Scientist,200000,US,In person,US,M
244,2024,SE,FT,Data Analyst,180500,US,In person,US,M
245,2024,SE,FT,Data Analyst,96200,US,In person,US,M
246,2024,MI,FT,Machine Learning Engineer,245400,US,In person,US,M
247,2024,MI,FT,Machine Learning Engineer,139000,US,In person,US,M
248,2024,SE,FT,Data Analytics Lead,176500,US,In person,US,M
249,2024,SE,FT,Data Analytics Lead,116600,US,In person,US,M
250,2024,SE,FT,Machine Learning Engineer,208500,US,In person,US,M
251,2024,SE,FT,Machine Learning Engineer,100100,US,In person,US,M
252,2024,SE,FT,Data Scientist,50000,GB,In person,GB,M
253,2024,SE,FT,Data Scientist,31250,GB,In person,GB,M
254,2024,SE,FT,ML Engineer,260000,US,Fully remote,US,M
255,2024,SE,FT,ML Engineer,190000,US,Fully remote,US,M
256,2024,MI,FT,Applied Scientist,222200,US,In person,US,L
257,2024,MI,FT,Applied Scientist,136000,US,In person,US,L
258,2024,SE,FT,Analytics Engineer,153018,US,In person,US,M
259,2024,SE,FT,Analytics Engineer,135000,US,In person,US,M
261,2024,SE,FT,Research Scientist,202350,US,In person,US,M
262,2024,SE,FT,Machine Learning Engineer,173000,CA,Fully remote,CA,M
263,2024,SE,FT,Machine Learning Engineer,108000,CA,Fully remote,CA,M
264,2024,MI,FT,Analytics Engineer,228900,US,Fully remote,US,M
265,2024,MI,FT,Analytics Engineer,174400,US,Fully remote,US,M
266,2024,EN,FT,Data Analyst,144000,US,Fully remote,US,M
267,2024,EN,FT,Data Analyst,81000,US,Fully remote,US,M
268,2024,SE,FT,Data Analyst,110000,US,Fully remote,US,M
269,2024,SE,FT,Data Analyst,100000,US,Fully remote,US,M
270,2024,MI,FT,Data Operations Manager,140000,CA,Fully remote,CA,M
271,2024,MI,FT,Data Operations Manager,80000,CA,Fully remote,CA,M
272,2024,SE,FT,Data Scientist,230300,US,In person,US,M
273,2024,SE,FT,Data Scientist,114700,US,In person,US,M
274,2024,SE,FT,Business Intelligence Analyst,190000,US,In person,US,M
275,2024,SE,FT,Business Intelligence Analyst,160000,US,In person,US,M
276,2024,SE,FT,Machine Learning Engineer,245400,US,In person,US,M
277,2024,SE,FT,Machine Learning Engineer,139000,US,In person,US,M
278,2024,SE,FT,Data Analyst,108334,US,In person,US,M
279,2024,SE,FT,Data Analyst,59923,US,In person,US,M
280,2024,SE,FT,Data Scientist,249000,US,In person,US,M
281,2024,SE,FT,Data Scientist,216000,US,In person,US,M
282,2024,SE,FT,Data Engineer,241000,US,Fully remote,US,M
283,2024,SE,FT,Data Engineer,172000,US,Fully remote,US,M
285,2024,EX,FT,Data Science,256000,US,In person,US,M
286,2024,MI,FT,Machine Learning Engineer,223600,US,In person,US,L
287,2024,MI,FT,Machine Learning Engineer,115000,US,In person,US,L
288,2024,MI,FT,Data Engineer,175000,CA,Fully remote,CA,M
289,2024,MI,FT,Data Engineer,100000,CA,Fully remote,CA,M
290,2024,SE,FT,Research Scientist,250800,US,In person,US,M
291,2024,SE,FT,Research Scientist,167200,US,In person,US,M
292,2024,SE,FT,Machine Learning Engineer,75000,IN,Fully remote,IN,M
293,2024,SE,FT,Machine Learning Engineer,55000,IN,Fully remote,IN,M
294,2024,SE,FT,Data Analyst,150000,US,Fully remote,US,M
295,2024,SE,FT,Data Analyst,120000,US,Fully remote,US,M
296,2024,MI,FT,Business Intelligence Developer,128000,US,In person,US,M
297,2024,MI,FT,Business Intelligence Developer,92000,US,In person,US,M
298,2024,SE,FT,Data Engineer,235000,US,Fully remote,US,M
299,2024,SE,FT,Data Engineer,210000,US,Fully remote,US,M
300,2024,SE,FT,Business Intelligence,125000,US,Fully remote,US,M
301,2024,SE,FT,Business Intelligence,120000,US,Fully remote,US,M
302,2024,SE,FT,Data Architect,189600,US,In person,US,M
303,2024,SE,FT,Data Architect,101100,US,In person,US,M
304,2024,SE,FT,Machine Learning Engineer,270400,US,In person,US,M
305,2024,SE,FT,Machine Learning Engineer,145600,US,In person,US,M
306,2024,EN,FT,Data Scientist,137000,US,In person,US,M
307,2024,EN,FT,Data Scientist,60400,US,In person,US,M
308,2024,MI,FT,Machine Learning Engineer,158100,US,In person,US,M
309,2024,MI,FT,Machine Learning Engineer,138500,US,In person,US,M
310,2024,SE,FT,Machine Learning Engineer,188500,US,In person,US,M
311,2024,SE,FT,Machine Learning Engineer,165100,US,In person,US,M
312,2024,SE,FT,Machine Learning Engineer,250000,US,In person,US,M
313,2024,SE,FT,Machine Learning Engineer,180000,US,In person,US,M
314,2024,SE,FT,Machine Learning Engineer,160000,US,In person,US,M
315,2024,SE,FT,Machine Learning Engineer,130000,US,In person,US,M
316,2024,SE,FT,Data Engineer,115000,US,Fully remote,US,M
317,2024,SE,FT,Data Engineer,100500,US,Fully remote,US,M
318,2024,SE,FT,Data Architect,242100,US,In person,US,M
319,2024,SE,FT,Data Architect,116200,US,In person,US,M
320,2024,MI,FT,Analytics Engineer,126000,US,In person,US,M
321,2024,MI,FT,Analytics Engineer,78000,US,In person,US,M
322,2024,SE,FT,Data Engineer,185000,US,In person,US,M
323,2024,SE,FT,Data Engineer,160000,US,In person,US,M
324,2024,SE,FT,Data Analyst,172000,US,In person,US,M
325,2024,SE,FT,Data Analyst,101000,US,In person,US,M
326,2024,SE,FT,Data Modeler,130000,US,In person,US,M
327,2024,SE,FT,Data Modeler,120000,US,In person,US,M
328,2024,SE,FT,Business Intelligence,135000,US,Fully remote,US,M
329,2024,SE,FT,Business Intelligence,100000,US,Fully remote,US,M
330,2024,SE,FT,Analytics Engineer,138000,US,In person,US,M
331,2024,SE,FT,Analytics Engineer,92000,US,In person,US,M
332,2024,MI,FT,Data Engineer,145000,US,In person,US,M
333,2024,MI,FT,Data Engineer,95000,US,In person,US,M
334,2024,SE,FT,Business Intelligence Analyst,105000,US,Fully remote,US,M
335,2024,SE,FT,Business Intelligence Analyst,80000,US,Fully remote,US,M
336,2024,SE,FT,Data Architect,175000,US,In person,US,M
337,2024,SE,FT,Data Architect,115200,US,In person,US,M
338,2024,MI,FT,Machine Learning Scientist,270000,US,In person,US,M
339,2024,MI,FT,Machine Learning Scientist,185000,US,In person,US,M
340,2024,SE,FT,Data Analyst,165000,US,Fully remote,US,M
341,2024,SE,FT,Data Scientist,267900,US,In person,US,M
342,2024,SE,FT,Data Scientist,234700,US,In person,US,M
343,2024,MI,FT,Research Scientist,100000,US,In person,US,M
344,2024,MI,FT,Research Scientist,75000,US,In person,US,M
345,2024,SE,FT,Applied Scientist,260000,US,In person,US,L
346,2024,SE,FT,Applied Scientist,136000,US,In person,US,L
347,2024,SE,FT,Data Architect,175000,US,In person,US,M
348,2024,SE,FT,Data Architect,117000,US,In person,US,M
349,2024,SE,FT,Data Architect,143537,CA,In person,CA,M
350,2024,SE,FT,Data Architect,112241,CA,In person,CA,M
351,2024,EN,FT,Data Analyst,170000,US,In person,US,M
352,2024,EN,FT,Data Analyst,140000,US,In person,US,M
353,2024,SE,FT,Research Scientist,205000,US,In person,US,M
354,2024,SE,FT,Research Scientist,178000,US,In person,US,M
355,2024,SE,FT,Machine Learning Engineer,297000,US,In person,US,M
356,2024,SE,FT,Machine Learning Engineer,168300,US,In person,US,M
357,2024,MI,FT,Data Scientist,110000,US,In person,US,M
358,2024,MI,FT,Data Scientist,92000,US,In person,US,M
361,2024,MI,FT,Business Intelligence,152000,US,Fully remote,US,M
362,2024,MI,FT,Business Intelligence,120000,US,Fully remote,US,M
363,2024,EX,FT,Business Intelligence,237500,US,In person,US,M
364,2024,EX,FT,Business Intelligence,157500,US,In person,US,M
365,2024,SE,FT,Data Scientist,200000,US,In person,US,M
366,2024,SE,FT,Data Scientist,172750,US,In person,US,M
367,2024,EN,FT,Data Analyst,65000,GB,In person,GB,M
368,2024,EN,FT,Data Analyst,56250,GB,In person,GB,M
369,2024,EN,FT,Data Analyst,122000,US,In person,US,M
370,2024,EN,FT,Data Analyst,94000,US,In person,US,M
371,2024,SE,FT,Research Scientist,240000,US,In person,US,M
372,2024,SE,FT,Research Scientist,133000,US,In person,US,M
373,2024,EX,FT,Data Science,175762,US,In person,US,M
374,2024,EX,FT,Data Science,97254,US,In person,US,M
375,2024,MI,FT,ML Engineer,145000,US,Fully remote,US,M
376,2024,MI,FT,ML Engineer,89000,US,Fully remote,US,M
377,2024,SE,FT,Data Engineer,250000,US,In person,US,M
378,2024,SE,FT,Data Engineer,141500,US,In person,US,M
379,2024,SE,FT,Data Engineer,209362,US,Fully remote,US,M
380,2024,SE,FT,Data Engineer,182054,US,Fully remote,US,M
381,2024,SE,FT,Robotics Engineer,140000,US,In person,US,M
382,2024,SE,FT,Robotics Engineer,65000,US,In person,US,M
383,2024,SE,FT,Business Intelligence Analyst,157400,US,Fully remote,US,M
384,2024,SE,FT,Business Intelligence Analyst,98600,US,Fully remote,US,M
385,2024,SE,FT,Data Scientist,226500,US,Fully remote,US,M
386,2024,SE,FT,Data Scientist,110900,US,Fully remote,US,M
387,2024,EN,FT,Data Analyst,82402,US,In person,US,M
388,2024,EN,FT,Data Analyst,48508,US,In person,US,M
389,2024,SE,FT,Data Engineer,130500,US,In person,US,M
390,2024,SE,FT,Data Engineer,96000,US,In person,US,M
391,2024,SE,FT,Data Engineer,150000,US,In person,US,M
392,2024,SE,FT,Data Engineer,130000,US,In person,US,M
393,2024,SE,FT,Data Engineer,150000,US,Fully remote,US,M
394,2024,SE,FT,Data Engineer,90000,US,Fully remote,US,M
395,2024,SE,FT,Data Scientist,66666,ES,In person,ES,M
396,2024,SE,FT,Data Scientist,42222,ES,In person,ES,M
397,2024,MI,FT,Machine Learning Engineer,245400,US,In person,US,M
398,2024,MI,FT,Machine Learning Engineer,139000,US,In person,US,M
399,2024,MI,FT,Data Scientist,200000,US,In person,US,M
400,2024,MI,FT,Data Scientist,140000,US,In person,US,M
401,2024,SE,FT,Data Science,223100,US,In person,US,M
402,2024,SE,FT,Data Science,126400,US,In person,US,M
403,2024,EN,FT,Data Analyst,90000,US,In person,US,M
404,2024,EN,FT,Data Analyst,75000,US,In person,US,M
405,2024,SE,FT,Data Architect,173100,US,Fully remote,US,M
406,2024,SE,FT,Data Architect,108200,US,Fully remote,US,M
407,2024,SE,FT,Data Scientist,180000,US,In person,US,M
408,2024,SE,FT,Data Scientist,162000,US,In person,US,M
410,2024,SE,FT,Applied Scientist,159100,US,In person,US,L
411,2024,EX,FT,Data Science,175762,US,In person,US,M
412,2024,EX,FT,Data Science,97254,US,In person,US,M
413,2024,EN,FT,Research Scientist,210000,US,Fully remote,US,M
414,2024,EN,FT,Research Scientist,180000,US,Fully remote,US,M
415,2024,EN,FT,Data Management Analyst,75000,US,In person,US,M
416,2024,EN,FT,Data Management Analyst,50000,US,In person,US,M
417,2024,EN,FT,Data Analyst,75000,US,Fully remote,US,M
418,2024,EN,FT,Data Analyst,47500,US,Fully remote,US,M
419,2024,SE,FT,Data Engineer,145000,US,In person,US,M
420,2024,SE,FT,Data Engineer,115000,US,In person,US,M
421,2024,SE,FT,Business Intelligence,150000,US,Fully remote,US,M
422,2024,SE,FT,Business Intelligence,90200,US,Fully remote,US,M
423,2024,MI,FT,Applied Scientist,222200,US,In person,US,L
424,2024,MI,FT,Applied Scientist,136000,US,In person,US,L
425,2024,MI,FT,Data Science Manager,279500,US,Fully remote,US,M
426,2024,MI,FT,Data Science Manager,216200,US,Fully remote,US,M
427,2024,SE,FT,Machine Learning Engineer,250000,US,Fully remote,US,M
428,2024,SE,FT,Machine Learning Engineer,185000,US,Fully remote,US,M
429,2024,SE,FT,Machine Learning Engineer,245400,US,In person,US,M
430,2024,SE,FT,Machine Learning Engineer,139000,US,In person,US,M
431,2024,SE,FT,Data Engineer,250000,US,Fully remote,US,M
432,2024,SE,FT,Data Engineer,185000,US,Fully remote,US,M
433,2024,SE,FT,Machine Learning Engineer,270000,US,Fully remote,US,M
434,2024,SE,FT,Machine Learning Engineer,229500,US,Fully remote,US,M
435,2024,SE,FT,Research Scientist,205500,US,In person,US,M
436,2024,SE,FT,Research Scientist,132500,US,In person,US,M
437,2024,SE,FT,Data Analyst,144538,US,In person,US,M
438,2024,SE,FT,Data Analyst,96358,US,In person,US,M
440,2024,SE,FT,Research Engineer,180000,US,In person,US,M
441,2024,MI,FT,AI Research Scientist,65000,CA,Hybrid,CA,S
442,2024,MI,FT,Applied Scientist,222200,US,In person,US,L
443,2024,MI,FT,Applied Scientist,136000,US,In person,US,L
444,2024,MI,FT,Data Engineer,37500,GB,In person,GB,M
445,2024,MI,FT,Data Engineer,33750,GB,In person,GB,M
447,2024,SE,FT,Applied Scientist,285000,US,Fully remote,US,M
448,2024,MI,FT,Data Scientist,130000,US,In person,US,M
449,2024,MI,FT,Data Scientist,100000,US,In person,US,M
450,2024,EN,FT,Data Analyst,77280,US,In person,US,M
451,2024,EN,FT,Data Analyst,58000,US,In person,US,M
452,2024,SE,FT,Data Scientist,264846,US,In person,US,M
